GeneID	KEGG	Pfam	GO
Gene02981		PF00332.17	GO:0004553,GO:0005975
Gene02982			
Gene02983		PF00141.22	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Gene02984			
Gene02985	K03549	PF02705.15	GO:0015079,GO:0016020,GO:0071805
Gene02986			
Gene02987		PF03330.17,PF01357.20	
Gene02988		PF02148.18	GO:0008270
Gene02989			
Gene02990			
Gene02991	K03844	PF15924.4	
Gene02992			
Gene02993			
Gene02994			
Gene02995			
Gene02996		PF00350.22	
Gene02997			
Gene02998			
Gene02999			
Gene03000	K02552		
Gene03001	K18723	PF07817.12	GO:0005643,GO:0016973
Gene03002		PF00083.23,PF07690.15	GO:0016021,GO:0022857,GO:0055085
Gene03003		PF00171.21	GO:0008152,GO:0016491,GO:0055114
Gene03004		PF14226.5,PF03171.19	GO:0016491,GO:0055114
Gene03005			
Gene03006	K09834		
Gene03007		PF05686.11	
Gene03008			
Gene03009			
Gene03010		PF10408.8,PF04564.14	GO:0000151,GO:0004842,GO:0006511,GO:0016567,GO:0034450
Gene03011	K20027		
Gene03012		PF02365.14	GO:0003677,GO:0006355
Gene03013		PF03018.13	
Gene03014		PF08158.11	
Gene03015	K09578		
Gene03016		PF00651.30,PF03000.13	GO:0005515
Gene03017	K14407	PF00076.21,PF14327.5	GO:0003676
Gene03018		PF13456.5	
Gene03019			
Gene03020			
Gene03021	K10277	PF13621.5	
Gene03022	K19613	PF13516.5	GO:0005515
Gene03023	K20716	PF00069.24,PF07714.16,PF14531.5	GO:0004672,GO:0005524,GO:0006468
Gene03024		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene03025		PF01657.16,PF01657.16,PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene03026			
Gene03027		PF14703.5	
Gene03028			
Gene03029		PF03514.13	
Gene03030	K00818	PF00202.20	GO:0008483,GO:0030170
Gene03031			
Gene03032			
Gene03033		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene03034		PF00977.20	GO:0000105
Gene03035	K13448	PF13833.5,PF13499.5,PF00036.31,PF13405.5,PF13202.5,PF13833.5,PF00036.31,PF13202.5	GO:0005509
Gene03036		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene03037		PF08541.9,PF02797.14	
Gene03038			
Gene03039		PF02096.19	
Gene03040		PF15090.5,PF00270.28,PF04851.14	GO:0003676,GO:0003677,GO:0005524,GO:0016787
Gene03041	K11507		
Gene03042			
Gene03043		PF01453.23	
Gene03044		PF01535.19,PF12854.6,PF13812.5,PF13041.5,PF01535.19,PF17177.3,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13812.5,PF01535.19,PF13041.5,PF17177.3,PF12854.6,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF17177.3,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF01535.19,PF13041.5,PF13812.5,PF12854.6,PF01535.19	
Gene03045		PF07082.10	
Gene03046		PF12937.6,PF00646.32	GO:0005515
Gene03047			
Gene03048			
Gene03049	K13606		
Gene03050			
Gene03051	K01051	PF01095.18	GO:0005618,GO:0030599,GO:0042545
Gene03052			
Gene03053		PF07716.14	GO:0003700,GO:0006355
Gene03054	K17908		
Gene03055		PF02714.14	GO:0016020
Gene03056	K08876		
Gene03057		PF10366.8	
Gene03058		PF10536.8	
Gene03059			
Gene03060		PF14576.5	
Gene03061			
Gene03062			
Gene03063			
Gene03064			
Gene03065		PF03358.14	GO:0016491
Gene03066		PF02516.13	GO:0004576,GO:0006486,GO:0016020
Gene03067		PF03080.14	
Gene03068			
Gene03069	K22389		
Gene03070			
Gene03071		PF01388.20	GO:0003677
Gene03072	K23166		
Gene03073		PF00982.20	GO:0003824,GO:0005992
Gene03074		PF03092.15	GO:0006810,GO:0016021
Gene03075	K18789	PF03016.14	
Gene03076		PF00646.32	GO:0005515
Gene03077			
Gene03078		PF12796.6,PF12796.6,PF13637.5,PF00023.29,PF13962.5	GO:0005515
Gene03079		PF07516.12	GO:0016020,GO:0017038
Gene03080		PF10340.8,PF00135.27,PF07859.12	GO:0008152,GO:0016787
Gene03081		PF00892.19	GO:0016020,GO:0016021
Gene03082	K06100	PF11935.7	
Gene03083		PF07887.10	GO:0005516,GO:0006950
Gene03084		PF04852.11	
Gene03085			
Gene03086		PF13306.5	
Gene03087		PF00931.21	GO:0043531
Gene03088			
Gene03089		PF09268.9,PF13838.5	GO:0005198,GO:0006886,GO:0016192,GO:0030130,GO:0030132
Gene03090	K10875	PF00176.22,PF00271.30	GO:0005524
Gene03091			
Gene03092			
Gene03093	K00555	PF02005.15	GO:0003723,GO:0004809,GO:0008033
Gene03094	K13448		
Gene03095	K00799	PF02798.19,PF13417.5,PF13409.5	GO:0005515
Gene03096		PF09745.8	
Gene03097			
Gene03098			
Gene03099			
Gene03100		PF01008.16	GO:0044237
Gene03101			
Gene03102		PF08787.10	
Gene03103		PF12796.6	
Gene03104			
Gene03105		PF08238.11,PF13812.5,PF13041.5,PF01535.19,PF01535.19,PF13812.5,PF13041.5,PF01535.19	
Gene03106		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene03107			
Gene03108	K03754		
Gene03109			
Gene03110		PF04674.11	
Gene03111			
Gene03112			
Gene03113			
Gene03114			
Gene03115			
Gene03116			
Gene03117			
Gene03118		PF00368.17	GO:0004420,GO:0015936,GO:0050662,GO:0055114
Gene03119	K19525	PF16908.4	
Gene03120	K00059	PF00106.24	
Gene03121		PF10584.8,PF00227.25	GO:0004175,GO:0004298,GO:0005839,GO:0006511,GO:0019773,GO:0051603
Gene03122			
Gene03123	K00208		
Gene03124			
Gene03125		PF03552.13	GO:0016020,GO:0016760,GO:0030244
Gene03126		PF14700.5	
Gene03127		PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene03128	K13065	PF02458.14	GO:0016747
Gene03129		PF09739.8	
Gene03130			
Gene03131		PF00931.21	GO:0043531
Gene03132			
Gene03133			
Gene03134	K13356	PF03015.18	
Gene03135		PF00892.19,PF00892.19	GO:0016020,GO:0016021
Gene03136	K01254	PF01433.19	GO:0008237,GO:0008270
Gene03137			
Gene03138			
Gene03139	K15108	PF00153.26	
Gene03140			
Gene03141			
Gene03142			
Gene03143			
Gene03144			
Gene03145		PF02458.14	GO:0016747
Gene03146			
Gene03147			
Gene03148			
Gene03149	K03544		
Gene03150		PF05056.11	
Gene03151		PF08263.11,PF13516.5,PF13855.5,PF00560.32,PF13516.5,PF13855.5,PF13855.5,PF13855.5,PF00560.32,PF00560.32	GO:0005515
Gene03152			
Gene03153		PF00888.21	GO:0006511,GO:0031625
Gene03154			
Gene03155		PF01453.23,PF00954.19,PF14295.5,PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468,GO:0048544
Gene03156		PF00514.22	GO:0005515
Gene03157		PF00854.20	GO:0005215,GO:0006810,GO:0016020
Gene03158			
Gene03159			
Gene03160			
Gene03161			
Gene03162			
Gene03163			
Gene03164		PF09273.10	
Gene03165		PF00931.21	GO:0043531
Gene03166			
Gene03167			
Gene03168			
Gene03169			
Gene03170		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene03171	K23164		
Gene03172			
Gene03173	K19944	PF00566.17	
Gene03174		PF07479.13	GO:0004367,GO:0005975,GO:0055114
Gene03175			
Gene03176	K14788		
Gene03177			
Gene03178	K15889		
Gene03179			
Gene03180		PF00155.20	GO:0009058,GO:0030170
Gene03181			
Gene03182			
Gene03183			
Gene03184			
Gene03185			
Gene03186	K06210		
Gene03187			
Gene03188		PF00226.30,PF02178.18	GO:0003677
Gene03189		PF04438.15	
Gene03190	K15164	PF06333.11	GO:0001104,GO:0006357,GO:0016592
Gene03191		PF06830.10	
Gene03192			
Gene03193			
Gene03194		PF05742.11	
Gene03195		PF01331.18	GO:0004484,GO:0006370
Gene03196	K03500	PF01029.17	GO:0003723,GO:0006355
Gene03197			
Gene03198		PF07227.10	
Gene03199		PF01733.17	GO:0005337,GO:0006810,GO:0016021
Gene03200	K14546		
Gene03201			
Gene03202		PF00005.26,PF00664.22	GO:0005524,GO:0006810,GO:0016021,GO:0016887,GO:0042626,GO:0055085
Gene03203			
Gene03204	K12400		
Gene03205		PF00076.21	GO:0003676
Gene03206		PF03737.14	
Gene03207			
Gene03208			
Gene03209			
Gene03210			
Gene03211		PF08246.11,PF00112.22	GO:0006508,GO:0008234
Gene03212			
Gene03213		PF01086.16	GO:0005198,GO:0006886,GO:0016192,GO:0030130,GO:0030132
Gene03214		PF00319.17,PF01486.16	GO:0003677,GO:0003700,GO:0005634,GO:0006355,GO:0046983
Gene03215			
Gene03216			
Gene03217			
Gene03218			
Gene03219	K10632	PF07576.11	
Gene03220		PF04842.11	
Gene03221		PF14543.5,PF00026.22,PF14541.5	
Gene03222			
Gene03223		PF00646.32,PF12937.6	GO:0005515
Gene03224			
Gene03225		PF13812.5,PF01535.19,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF01535.19	
Gene03226		PF01554.17,PF01554.17	GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085
Gene03227			
Gene03228		PF04212.17,PF00004.28	GO:0005524
Gene03229	K12820	PF00270.28,PF13401.5,PF00271.30,PF04408.22	GO:0003676,GO:0004386,GO:0005524
Gene03230			
Gene03231			
Gene03232		PF13839.5	
Gene03233	K06995		
Gene03234			
Gene03235			
Gene03236			
Gene03237		PF11976.7,PF00240.22,PF14560.5,PF13881.5,PF00240.22,PF11976.7,PF14560.5,PF13881.5	GO:0005515
Gene03238		PF13041.5,PF12854.6,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF01535.19	
Gene03239			
Gene03240			
Gene03241	K06316	PF04506.12	GO:0005319,GO:0006869,GO:0016021
Gene03242			
Gene03243			
Gene03244			
Gene03245			
Gene03246	K14487	PF03321.12	
Gene03247		PF03143.16	
Gene03248		PF10539.8	
Gene03249			
Gene03250			
Gene03251	K02366	PF09258.9	GO:0016021,GO:0016757
Gene03252		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene03253			
Gene03254		PF07992.13	GO:0016491,GO:0055114
Gene03255			
Gene03256		PF12874.6,PF12874.6	
Gene03257			
Gene03258		PF10509.8,PF00288.25	GO:0005524,GO:0005534
Gene03259		PF00646.32,PF07723.12	GO:0005515
Gene03260		PF00581.19	
Gene03261		PF06813.12	
Gene03262		PF00331.19	GO:0004553,GO:0005975
Gene03263	K15078		
Gene03264			
Gene03265		PF08263.11,PF13855.5,PF00560.32,PF00560.32,PF08263.11	GO:0005515
Gene03266	K00797	PF17284.1,PF01564.16	
Gene03267		PF03763.12	
Gene03268		PF13445.5	
Gene03269		PF05965.13,PF00628.28,PF13831.5,PF13832.5,PF13771.5	GO:0005634
Gene03270	K16812	PF06886.10	
Gene03271	K09419		
Gene03272		PF03016.14	
Gene03273	K16586		
Gene03274			
Gene03275		PF14416.5,PF13839.5	
Gene03276			
Gene03277		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene03278		PF13966.5	
Gene03279			
Gene03280		PF00022.18	
Gene03281			
Gene03282		PF04144.12	GO:0015031,GO:0016021
Gene03283		PF00387.18	GO:0004435,GO:0006629,GO:0007165,GO:0035556
Gene03284	K10573	PF00179.25	
Gene03285			
Gene03286		PF01490.17,PF01490.17	
Gene03287	K00767	PF02749.15	GO:0016763
Gene03288			
Gene03289			
Gene03290			
Gene03291		PF00076.21	GO:0003676
Gene03292	K15200		
Gene03293		PF14543.5,PF00026.22	
Gene03294		PF07859.12	GO:0008152,GO:0016787
Gene03295		PF00067.21	GO:0005506,GO:0016705,GO:0020037,GO:0055114
Gene03296		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene03297			
Gene03298	K13511	PF01553.20	GO:0008152,GO:0016746
Gene03299			
Gene03300			
Gene03301			
Gene03302			
Gene03303			
Gene03304		PF07393.10	GO:0005737,GO:0006887,GO:0048278
Gene03305			
Gene03306		PF03094.14	GO:0006952,GO:0016021
Gene03307			
Gene03308		PF01535.19,PF01535.19,PF13812.5,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF01535.19,PF13812.5,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19	
Gene03309			
Gene03310	K03801	PF03099.18	GO:0006464
Gene03311		PF02536.13	GO:0003690,GO:0006355
Gene03312		PF00931.21	GO:0043531
Gene03313	K14411	PF00076.21,PF00076.21	GO:0003676
Gene03314		PF00888.21	GO:0006511,GO:0031625
Gene03315			
Gene03316			
Gene03317		PF03141.15	GO:0008168
Gene03318		PF10340.8,PF00135.27,PF07859.12	GO:0008152,GO:0016787
Gene03319		PF02458.14	GO:0016747
Gene03320	K02899	PF01016.18	GO:0003735,GO:0005622,GO:0005840,GO:0006412
Gene03321	K08243	PF00248.20	
Gene03322		PF04442.13	GO:0005507
Gene03323			
Gene03324			
Gene03325		PF00224.20,PF00224.20	GO:0000287,GO:0004743,GO:0006096,GO:0030955
Gene03326		PF14551.5,PF17207.2	
Gene03327		PF00168.29	
Gene03328			
Gene03329			
Gene03330	K20890	PF01501.19	GO:0016757
Gene03331			
Gene03332			
Gene03333			
Gene03334	K04564	PF02777.17	GO:0004784,GO:0006801,GO:0046872,GO:0055114
Gene03335		PF03108.14,PF10551.8,PF04434.16	
Gene03336	K11671		
Gene03337		PF04535.11	
Gene03338	K11797		
Gene03339		PF12776.6	
Gene03340			
Gene03341			
Gene03342			
Gene03343		PF00232.17	GO:0004553,GO:0005975
Gene03344	K01557	PF01557.17	GO:0003824,GO:0008152
Gene03345		PF00931.21	GO:0043531
Gene03346			
Gene03347			
Gene03348			
Gene03349		PF00169.28,PF15413.5	
Gene03350			
Gene03351		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene03352			
Gene03353		PF13041.5,PF01535.19,PF01535.19,PF13041.5,PF01535.19,PF01535.19,PF13041.5,PF01535.19,PF01535.19,PF01535.19,PF01535.19	
Gene03354			
Gene03355			
Gene03356	K10576	PF00179.25	
Gene03357		PF01490.17	
Gene03358			
Gene03359		PF07983.12	
Gene03360		PF07723.12,PF00646.32	
Gene03361		PF00122.19	
Gene03362		PF13713.5,PF08381.10	
Gene03363			
Gene03364			
Gene03365		PF01593.23,PF01593.23	GO:0016491,GO:0055114
Gene03366			
Gene03367			
Gene03368		PF08263.11,PF13516.5,PF13855.5,PF12799.6,PF00560.32,PF13855.5,PF13516.5,PF00560.32,PF13855.5,PF00560.32	GO:0005515
Gene03369		PF00197.17,PF00197.17	GO:0004866
Gene03370		PF00687.20	
Gene03371	K12623	PF01423.21	
Gene03372		PF03641.13	
Gene03373		PF01425.20	
Gene03374			
Gene03375	K21842		
Gene03376	K01883	PF01406.18	
Gene03377	K00799	PF02798.19,PF13417.5,PF13409.5,PF00043.24,PF14497.5,PF13410.5	GO:0005515
Gene03378		PF00464.18	
Gene03379			
Gene03380			
Gene03381			
Gene03382		PF00646.32,PF12937.6	GO:0005515
Gene03383			
Gene03384			
Gene03385			
Gene03386		PF00854.20	GO:0005215,GO:0006810,GO:0016020
Gene03387			
Gene03388			
Gene03389		PF03514.13	
Gene03390			
Gene03391			
Gene03392		PF01048.19	GO:0003824,GO:0009116
Gene03393	K03094	PF03931.14	GO:0006511
Gene03394			
Gene03395			
Gene03396		PF00076.21	GO:0003676
Gene03397		PF00005.26,PF01061.23	GO:0005524,GO:0016020,GO:0016887
Gene03398			
Gene03399			
Gene03400			
Gene03401			
Gene03402			
Gene03403	K08869	PF15788.4	
Gene03404		PF01055.25	GO:0004553,GO:0005975
Gene03405		PF12708.6	
Gene03406		PF00646.32,PF12937.6	GO:0005515
Gene03407		PF00135.27,PF07859.12	GO:0008152,GO:0016787
Gene03408		PF01554.17	GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085
Gene03409			
Gene03410		PF01411.18	GO:0000166,GO:0004813,GO:0005524,GO:0006419
Gene03411		PF01582.19,PF13676.5	GO:0005515,GO:0007165
Gene03412		PF00063.20	GO:0003774,GO:0005524,GO:0016459
Gene03413	K14496	PF10604.8,PF03364.19	
Gene03414		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene03415		PF14144.5	GO:0006351,GO:0043565
Gene03416		PF00646.32,PF12937.6	GO:0005515
Gene03417			
Gene03418			
Gene03419		PF00285.20	GO:0046912
Gene03420	K03797	PF00595.23,PF13180.5	GO:0005515
Gene03421			
Gene03422	K14794		
Gene03423		PF00400.31	GO:0005515
Gene03424			
Gene03425			
Gene03426	K01809	PF01238.20	GO:0004476,GO:0005975,GO:0008270
Gene03427	K12486	PF00168.29,PF15804.4	
Gene03428			
Gene03429			
Gene03430	K03283	PF00012.19,PF06723.12	GO:0000902
Gene03431		PF00004.28,PF05362.12	GO:0004176,GO:0004252,GO:0005524,GO:0006508
Gene03432		PF02181.22	
Gene03433			
Gene03434			
Gene03435		PF00400.31,PF00400.31,PF00400.31,PF00400.31,PF00400.31	GO:0005515
Gene03436			
Gene03437		PF01535.19,PF01535.19,PF13812.5,PF12854.6,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF01535.19,PF12854.6,PF13812.5,PF01535.19	
Gene03438			
Gene03439	K18835	PF03106.14,PF03106.14	GO:0003700,GO:0006355,GO:0043565
Gene03440	K21568	PF05368.12	
Gene03441		PF00999.20	GO:0006812,GO:0015299,GO:0016021,GO:0055085
Gene03442	K17785		
Gene03443	K00606	PF02548.14	GO:0003864,GO:0015940
Gene03444		PF01535.19,PF17177.3,PF01535.19,PF13041.5,PF12854.6,PF13812.5,PF01535.19	
Gene03445			
Gene03446			
Gene03447	K06100	PF12295.7	
Gene03448			
Gene03449		PF01529.19	
Gene03450		PF00400.31,PF00400.31	GO:0005515
Gene03451			
Gene03452			
Gene03453			
Gene03454		PF00225.22	GO:0003777,GO:0005524,GO:0007018,GO:0008017
Gene03455		PF13432.5	
Gene03456	K08235	PF00722.20,PF06955.11	GO:0004553,GO:0005618,GO:0005975,GO:0006073,GO:0016762,GO:0048046
Gene03457	K20292		
Gene03458		PF00538.18,PF02178.18,PF02178.18,PF02178.18,PF02178.18	GO:0000786,GO:0003677,GO:0005634,GO:0006334
Gene03459			
Gene03460			
Gene03461			
Gene03462			
Gene03463			
Gene03464			
Gene03465		PF00004.28	GO:0005524
Gene03466		PF12357.7	
Gene03467		PF01453.23,PF00954.19,PF08276.10	GO:0048544
Gene03468	K11971	PF01485.20	
Gene03469		PF14929.5	
Gene03470			
Gene03471		PF03999.11	
Gene03472		PF03140.14	
Gene03473		PF04784.13	
Gene03474			
Gene03475	K16297	PF00450.21	GO:0004185,GO:0006508
Gene03476	K01188	PF00232.17	GO:0004553,GO:0005975
Gene03477		PF00319.17	GO:0003677,GO:0046983
Gene03478		PF12174.7	
Gene03479			
Gene03480			
Gene03481		PF00481.20	GO:0003824
Gene03482		PF06203.13	GO:0005515
Gene03483			
Gene03484			
Gene03485			
Gene03486			
Gene03487			
Gene03488		PF00762.18,PF00762.18	GO:0004325,GO:0006783
Gene03489	K13348		
Gene03490	K03637	PF01967.20	GO:0006777
Gene03491		PF11955.7	
Gene03492			
Gene03493			
Gene03494			
Gene03495			
Gene03496		PF02897.14	GO:0004252,GO:0070008
Gene03497		PF05577.11	GO:0006508,GO:0008236
Gene03498			
Gene03499	K03033	PF01399.26,PF08375.10	GO:0000502,GO:0005515,GO:0030234,GO:0042176
Gene03500	K03504	PF09507.9	GO:0005634,GO:0006260
Gene03501			
Gene03502		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene03503			
Gene03504			
Gene03505	K22849		
Gene03506			
Gene03507		PF00854.20	GO:0005215,GO:0006810,GO:0016020
Gene03508		PF01582.19,PF00931.21	GO:0005515,GO:0007165
Gene03509		PF13456.5	
Gene03510			
Gene03511		PF16974.4	GO:0010167,GO:0015706
Gene03512	K18660	PF00501.27,PF00501.27	GO:0003824,GO:0008152
Gene03513		PF00046.28,PF05920.10,PF02183.17	GO:0003677,GO:0003700,GO:0006355,GO:0043565
Gene03514			
Gene03515			
Gene03516		PF00810.17	GO:0006621,GO:0016021,GO:0046923
Gene03517	K03517	PF02657.14	
Gene03518		PF02458.14	GO:0016747
Gene03519			
Gene03520		PF03469.13	
Gene03521		PF00266.18	
Gene03522	K00630	PF01553.20	GO:0008152,GO:0016746
Gene03523			
Gene03524			
Gene03525	K11314		
Gene03526		PF00560.32,PF00560.32,PF00560.32,PF00069.24,PF07714.16	GO:0004672,GO:0005515,GO:0005524,GO:0006468
Gene03527			
Gene03528			
Gene03529			
Gene03530			
Gene03531			
Gene03532	K13508	PF01553.20	GO:0008152,GO:0016746
Gene03533			
Gene03534		PF00141.22	GO:0004601,GO:0006979,GO:0020037,GO:0055114
Gene03535			
Gene03536	K03177	PF01509.17	GO:0006396
Gene03537	K13448		
Gene03538		PF14608.5	
Gene03539			
Gene03540			
Gene03541		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene03542		PF00190.21	GO:0045735
Gene03543			
Gene03544			
Gene03545		PF01301.18,PF01301.18,PF02449.14	
Gene03546			
Gene03547		PF03168.12	
Gene03548		PF02791.16	
Gene03549			
Gene03550	K22390	PF16656.4	GO:0003993,GO:0046872
Gene03551		PF00583.24	GO:0008080
Gene03552			
Gene03553			
Gene03554		PF00005.26	GO:0005524,GO:0016887
Gene03555			
Gene03556	K01176	PF07821.11	GO:0004556,GO:0005509,GO:0005975
Gene03557		PF12678.6,PF13639.5,PF17123.4,PF13923.5,PF00097.24,PF13445.5	GO:0008270,GO:0046872
Gene03558			
Gene03559			
Gene03560		PF04535.11	
Gene03561			
Gene03562			
Gene03563		PF07939.10	
Gene03564			
Gene03565			
Gene03566		PF12796.6,PF13606.5,PF00023.29,PF13637.5,PF00023.29,PF00642.23,PF14608.5	GO:0005515,GO:0046872
Gene03567			
Gene03568		PF01979.19	GO:0016787
Gene03569		PF11955.7	
Gene03570			
Gene03571		PF13839.5	
Gene03572		PF13041.5,PF01535.19,PF13812.5,PF13812.5,PF13041.5,PF13812.5,PF01535.19,PF13812.5,PF17177.3,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19,PF13812.5,PF12854.6,PF13041.5,PF01535.19,PF12854.6,PF13041.5,PF01535.19	
Gene03573			
Gene03574			
Gene03575			
Gene03576		PF13912.5,PF13913.5,PF12874.6,PF13912.5	
Gene03577			
Gene03578	K07088	PF03547.17	GO:0016021,GO:0055085
Gene03579			
Gene03580			
Gene03581		PF00689.20	
Gene03582		PF07707.14,PF00651.30	
Gene03583			
Gene03584			
Gene03585	K10878		
Gene03586			
Gene03587			
Gene03588	K12896	PF00076.21,PF00098.22,PF13917.5	GO:0003676,GO:0008270
Gene03589		PF09088.10,PF09090.10	GO:0016070
Gene03590		PF00045.18	
Gene03591			
Gene03592		PF03153.12	GO:0005672,GO:0006367
Gene03593			
Gene03594		PF13528.5	
Gene03595			
Gene03596	K19986	PF08700.10,PF16528.4	
Gene03597		PF07765.11	GO:0003779
Gene03598			
Gene03599	K05841		
Gene03600			
Gene03601	K11450	PF04433.16,PF00890.23,PF01134.21,PF13450.5,PF01593.23	GO:0005515,GO:0008033,GO:0016491,GO:0050660,GO:0055114
Gene03602			
Gene03603		PF00076.21	GO:0003676
Gene03604		PF04791.15	
Gene03605			
Gene03606		PF01582.19,PF13676.5	GO:0005515,GO:0007165
Gene03607			
Gene03608	K17413	PF10213.8	
Gene03609	K10752	PF12265.7	
Gene03610		PF02705.15	GO:0015079,GO:0016020,GO:0071805
Gene03611			
Gene03612	K00142		
Gene03613			
Gene03614			
Gene03615			
Gene03616		PF00400.31,PF00400.31,PF00400.31	GO:0005515
Gene03617		PF04548.15,PF01926.22,PF11886.7	GO:0005525
Gene03618			
Gene03619		PF01582.19,PF13676.5,PF00931.21	GO:0005515,GO:0007165,GO:0043531
Gene03620			
Gene03621		PF13041.5,PF01535.19	
Gene03622			
Gene03623			
Gene03624			
Gene03625	K22698	PF05879.11	
Gene03626			
Gene03627			
Gene03628			
Gene03629			
Gene03630	K15172		
Gene03631		PF08263.11,PF00560.32	GO:0005515
Gene03632		PF00657.21,PF13472.5	GO:0016788
Gene03633		PF00150.17	GO:0004553,GO:0005975
Gene03634			
Gene03635	K07556		
Gene03636	K06620	PF02319.19,PF16421.4	GO:0003700,GO:0005667,GO:0006355,GO:0046983
Gene03637		PF14215.5	
Gene03638		PF02364.14	GO:0000148,GO:0003843,GO:0006075,GO:0016020
Gene03639			
Gene03640			
Gene03641			
Gene03642	K15397	PF08392.11,PF00195.18,PF08541.9,PF02797.14	GO:0006633,GO:0016020,GO:0016747
Gene03643			
Gene03644	K15280		
Gene03645		PF00626.21	
Gene03646		PF00940.18	GO:0003677,GO:0003899,GO:0006351
Gene03647	K13094	PF00076.21	GO:0003676
Gene03648			
Gene03649			
Gene03650		PF00069.24,PF07714.16	GO:0004672,GO:0005524,GO:0006468
Gene03651		PF14226.5	
Gene03652		PF00282.18	GO:0016831,GO:0019752,GO:0030170
Gene03653			
Gene03654			
Gene03655			
Gene03656			
Gene03657			
Gene03658			
Gene03659			
Gene03660			
Gene03661		PF16940.4	GO:0009507
Gene03662		PF12796.6,PF13637.5,PF12796.6	
Gene03663			
Gene03664			
Gene03665		PF09324.9	
Gene03666		PF07714.16,PF00069.24	GO:0004672,GO:0005524,GO:0006468
Gene03667			
Gene03668			
Gene03669		PF03106.14	GO:0003700,GO:0006355,GO:0043565
Gene03670			
Gene03671		PF02127.14	GO:0004177,GO:0006508,GO:0008270
Gene03672		PF00195.18,PF08392.11,PF08545.9,PF02797.14	GO:0004315,GO:0006633,GO:0016020,GO:0016747
Gene03673	K05658	PF00664.22,PF00005.26	GO:0005524,GO:0006810,GO:0016021,GO:0016887,GO:0042626,GO:0055085
Gene03674		PF08263.11,PF13855.5,PF12799.6,PF00560.32,PF13855.5,PF00560.32,PF00560.32,PF13855.5,PF13516.5,PF00560.32,PF13855.5	GO:0005515
Gene03675	K17680		
Gene03676		PF14309.5	
Gene03677		PF08513.10	GO:0005515
